VIÊM AMIDAN	HAS_SYMPTOM	ÊM AMIDAN
MỀ ĐAY	HAS_SYMPTOM	THỞ RÍT
RỐI LOẠN NHỊP TIM	DIAGNOSED_BY	CHUẨN ĐOÁN
HẸP LỖ LIÊN HỢP	HAS_SYMPTOM	COVID
CHOLESTEROL	DIAGNOSED_BY	TIÊM
RỐI LOẠN TIÊU HÓA	HAS_SYMPTOM	MẮC BỆNH
DỊ ỨNG	TREATED_BY	THUỐC BÔI
BỆNH THẬN MẠN	TREATED_BY	CẢI THIỆN
VÀNG	HAS_SYMPTOM	M. CATARRHALIS
MỀ ĐAY	HAS_SYMPTOM	ĐAU QUẶN BỤNG
TRẦM CẢM	HAS_SYMPTOM	ĐAU, NHỨC
CHẢY MÁU	DIAGNOSED_BY	XÉT NGHIỆM MÁU
CƠ THỂ	HAS_SYMPTOM	THƯƠNG TỔN
DỊ ỨNG	HAS_SYMPTOM	BƯỚU CỔ
TÁI PHÁT	HAS_SYMPTOM	HUYẾT ÁP
MÔI	HAS_SYMPTOM	COVID
SINH DỤC	HAS_SYMPTOM	RỐI LOẠN KINH NGUYỆT
RỐI LOẠN NHẬN THỨC	DIAGNOSED_BY	KHÁM
HIV	PREVENTED_BY	CHẾ
TIỂU MÁU	DIAGNOSED_BY	SIÊU ÂM
YẾU	HAS_SYMPTOM	TAI BIẾN
MẤT NGỦ	HAS_SYMPTOM	SUY GIÁP
VACCIN	RELIES_ON	TEST
TỤY	HAS_SYMPTOM	SỐT
SIÊU ÂM	RELIES_ON	SIÊU ÂM
CÓ ĐỜM	HAS_SYMPTOM	BỆNH LÝ
VIÊM PHẾ CẦU	HAS_SYMPTOM	BẠI LIỆT
CHÂN TAY	HAS_SYMPTOM	CHOÁNG VÁNG
BỆNH LÝ Á	HAS_SYMPTOM	BỆNH LÝ
COVID	PREVENTED_BY	ÒNG NGỪA
BẠCH CẦU	DIAGNOSED_BY	TIÊM
NG TÓC	HAS_SYMPTOM	NGỨA DA
KHÓ	HAS_SYMPTOM	ĐẦY HƠI
NHỊP TIM NHANH	HAS_SYMPTOM	HỒI HỘP
NG VÚ	HAS_SYMPTOM	BONG DA
GIÁC MẠC	HAS_SYMPTOM	XUẤT HUYẾT
TIỂU CẦU	HAS_SYMPTOM	BẦM TÍM
TRÀO NGƯỢC AXIT	HAS_SYMPTOM	TRÀO NGƯỢC DẠ DÀY
CAO HUYẾT ÁP	PREVENTED_BY	CHÍCH NGỪA
TRÁNH THAI	RELIES_ON	MIẾNG DÁN
NỔI MẨN NGỨA	TREATED_BY	VACCIN
TIÊU CHẢY	HAS_SYMPTOM	BỆNH CÚM
RỐI LOẠN LO ÂU	HAS_SYMPTOM	KHÓ THỞ
RUNG NHĨ	TREATED_BY	THUỐC
ĐAU, NHỨC	HAS_SYMPTOM	KHÓ THỞ
AMIĐAN	HAS_SYMPTOM	AMIDAN
TIM ĐẬP NHANH	DIAGNOSED_BY	CẤP CỨU
KHÓ THỞ	HAS_SYMPTOM	DỊ ỨNG
MŨI	HAS_SYMPTOM	CÓ KINH
KHÓ THỞ	HAS_SYMPTOM	SỤT CÂN
TỔN THƯƠNG	PREVENTED_BY	NGĂN NGỪA
VIÊM ĐẠI TRÀNG	HAS_SYMPTOM	TỔN THƯƠNG
CHÂN TAY	HAS_SYMPTOM	SUY NHƯỢC
VIÊM CẦU	PREVENTED_BY	KẾT LUẬN
TRIỆU CHỨNG	DIAGNOSED_BY	KIỂM TRA
TAI BIẾN	HAS_SYMPTOM	BẨM SINH
TĂNG GIẢM NHỊP TIM	HAS_SYMPTOM	HUYẾT ÁP
SƯNG MẶT	HAS_SYMPTOM	THỞ KHÒ KHÈ
CÓ THAI	HAS_SYMPTOM	ĐỔ MỒ HÔI
NỔI MỀ ĐAY	HAS_SYMPTOM	PHÙ NIÊM
SUNG HUYẾT	TREATED_BY	VACCINCE
BỆNH LÝ	HAS_SYMPTOM	CHU KỲ KHÔNG ĐỀU
CHÂN	HAS_SYMPTOM	HÔI
RUỘT	HAS_SYMPTOM	VIÊM TÚI
KHÁNG THUỐC	HAS_SYMPTOM	MÃN TÍNH
SIÊU ÂM	RELIES_ON	CHỤP CT LỒNG NGỰC
TẮC PHỔI NGHẼN	HAS_SYMPTOM	COVID
BỆNH VIÊM GAN B	HAS_SYMPTOM	THOÁI HÓA KHỚP
BUỒN NÔN	TREATED_BY	MỔ U NÃO
DENGUE	DIAGNOSED_BY	XÉT NGHIỆM
ĐẦY MẶT	HAS_SYMPTOM	NGỨA
UNG THƯ	PREVENTED_BY	LOẠI BỎ
MÃN TÍNH	HAS_SYMPTOM	VIÊM PHẾ QUẢN
XƯƠNG	HAS_SYMPTOM	HO CÓ ĐÀM
THAY ĐỔI VỊ GIÁC	HAS_SYMPTOM	VIÊM
NHIỄM ĐỘC	PREVENTED_BY	ẾN CÁO
ĐAU RĂNG	HAS_SYMPTOM	TRIỆU CHỨNG
SARS	DIAGNOSED_BY	XÉT NGHIỆM
CƯỜNG GIÁP	HAS_SYMPTOM	CƯỜNG GIÁP
BỊ BỆNH BỤI PHỔI	DIAGNOSED_BY	TIÊM
ĐƯỜNG HÔ HẤP	HAS_SYMPTOM	TRIỆU CHỨNG
VIÊM MỐNG	TREATED_BY	VẮC-XIN
NHIỄM	TREATED_BY	AN CETON
BUỒN NÔN	HAS_SYMPTOM	VIÊM ĐẠI TRÀNG
NGOẠI BAN	HAS_SYMPTOM	TĂNG MEN GAN
BỆNH TAN	DIAGNOSED_BY	TIÊM
BỆNH VẢY NẾN	DIAGNOSED_BY	TIÊM
ĐAU NGỰC	TREATED_BY	XỬ TRÍ
I131	RELIES_ON	KHÁM
ĐẠI TRÀNG	HAS_SYMPTOM	TĂNG
NỘI KHOA	RELIES_ON	TIÊM
CHÓNG MẶT	HAS_SYMPTOM	NÓNG RÁT
BỆNH NỀN	HAS_SYMPTOM	THOÁI HOÁ KHỚP
NHIỄM KHUẨN HUYẾT	HAS_SYMPTOM	UROSEPSIS
XÉT NGHIỆM	RELIES_ON	MSCT
ĂN NGỦ KÉM	DIAGNOSED_BY	KHÁM
NIỆU ĐẠO	HAS_SYMPTOM	TÁI PHÁT
TRIỆU CHỨNG	DIAGNOSED_BY	CẤP CỨU
MẮT	HAS_SYMPTOM	RỐI LOẠN GIẤC NGỦ
BIẾN ĐỔI	HAS_SYMPTOM	VẾT TÍM
HUYẾT	HAS_SYMPTOM	MỆT MỎI
BÀN CHÂN	HAS_SYMPTOM	TÍM NGẮT
PHƠI NHIỄM	DIAGNOSED_BY	XÉT NGHIỆM
UNG THƯ BIỂU MÔ	HAS_SYMPTOM	HCC
VIÊM NHIỄM	HAS_SYMPTOM	UNG THƯ VÒM HỌNG
VIÊM PHỔI	HAS_SYMPTOM	MỆT MỎI
KHỐI U	TREATED_BY	GOLIMUMAB
HO GÀ	HAS_SYMPTOM	VÁN
GAN	HAS_SYMPTOM	NHIỄM TRÙNG
NHIỄM MỠ	TREATED_BY	THỰC PHẨM CHỨC NĂNG
NGỨA RAN	HAS_SYMPTOM	SỐT
TIM ĐẬP NHANH	HAS_SYMPTOM	TỨC NGỰC
NÔN ÓI	TREATED_BY	XỬ TRÍ
CHẤN THƯƠNG	HAS_SYMPTOM	KINH
DẠ DÀY	HAS_SYMPTOM	SUYỄN
NHIỄ	TREATED_BY	THUỐC KHÁNG VIÊM
ĐAU NẶNG ĐẦU	HAS_SYMPTOM	CHOÁNG VÁNG
38, 5 ĐỘ C	HAS_SYMPTOM	SARS
ĐAU THẮT NGỰC	HAS_SYMPTOM	TIỂU ĐƯỜNG
THUỐC	RELIES_ON	KHÁM
BỆNH VIÊM GAN B	TREATED_BY	ĐIỀU. TRỊ
KIM TIÊM	RELIES_ON	VACCINCE
UNG THƯ	TREATED_BY	THUỐC SINH HỌC
HUYẾT ÁP	TREATED_BY	AMLODIPIN
GIẢM THÍNH LỰC	HAS_SYMPTOM	GIẢM
TÁI PHÁT	PREVENTED_BY	ỨC CHẾ MIỄN DỊCH
CHẢY MŨI NƯỚC	HAS_SYMPTOM	NGỨA MŨI
IDOSIS	TREATED_BY	PROTEIN
CỬ ĐỘNG CHẬM, KHÔNG VỮNG	HAS_SYMPTOM	NÓI LẮP
MỀ ĐAY	TREATED_BY	UỐNG THUỐC
XÉT NGHIỆM	RELIES_ON	CHỤP
SINH DỤC	HAS_SYMPTOM	TAI NẠN
THUỐC CHỐNG CO GIẬT	RELIES_ON	CHUẨN ĐOÁN
NÓNG	HAS_SYMPTOM	MỎI
VIÊM HỌNG	HAS_SYMPTOM	SỐT
NƯỚC HOA QUẢ	RELIES_ON	TIÊM
DỊ ỨNG	TREATED_BY	KEM CHỐNG NẮNG
CAO HUYẾT ÁP	HAS_SYMPTOM	HUYẾT ÁP
VI NẤM	HAS_SYMPTOM	VIRURS
RỐI LOẠN ĐÔNG MÁU	HAS_SYMPTOM	COVID
VIRUS GAN B	HAS_SYMPTOM	COVID
ĐÁNH GIÁ	RELIES_ON	EVA
KIỂM TRA	RELIES_ON	NGHIÊN CỨU
ĐAU, NHỨC	PREVENTED_BY	NGĂN NGỪA
DỊ ỨNG	HAS_SYMPTOM	PHÙ
BỊ BỆNH	HAS_SYMPTOM	BẨM SINH
BƠM TIÊM	RELIES_ON	PHẪU THUẬT K
RỐI LOẠN CHỨC NĂNG	HAS_SYMPTOM	COVID
TÚC NGỰC	HAS_SYMPTOM	NỔI MÀY ĐAY
THƯỢNG THẬN	HAS_SYMPTOM	ADENOMA
TIÊM	RELIES_ON	NGHIÊN CỨU
TRIỆU CHỨNG NGỨA	HAS_SYMPTOM	TRIỆU CHỨNG
CHÓNG MẶT	HAS_SYMPTOM	NG MẶT
DỊ ỨNG	TREATED_BY	MỔ ĐẺ
HỘI CHỨNG	HAS_SYMPTOM	CHẢY MÁU
PHÙ MẶT	HAS_SYMPTOM	VIÊM CẦU
DỊ ỨNG	TREATED_BY	VẮC XIN
CƠ THỂ	HAS_SYMPTOM	BUỒN NGỦ
TRÀO NGƯỢC DẠ DÀY	HAS_SYMPTOM	Ợ HƠI
BIẾN CHỨNG	HAS_SYMPTOM	HUYẾT ÁP
TẮC NGH	HAS_SYMPTOM	TÍM TÁI
CHÂN TAY	HAS_SYMPTOM	TIM ĐẬP NHANH
THUỐC BỔ NÃO	RELIES_ON	TIÊM
VIÊM PHẾ QUẢN	HAS_SYMPTOM	HEN
TIÊU CHẢY	HAS_SYMPTOM	ĐI TIỂU
DỊ ỨNG	HAS_SYMPTOM	UỐN VÁN
TÊ BÌ	HAS_SYMPTOM	ỆT MẶT
VIÊM PHỔI	HAS_SYMPTOM	HO SẶC
TRIỆU CHỨNG MÊ SẢNG	HAS_SYMPTOM	TÁC DỤNG PHỤ
HUYẾT ÁP	HAS_SYMPTOM	BIẾN CHỨNG
RỐI LOẠN	TREATED_BY	THUỐC
DA NHỢT NHẠT	DIAGNOSED_BY	KIỂM TRA
THỐNG KINH	HAS_SYMPTOM	TĂNG TRƯƠNG LỰC
LUPUS	HAS_SYMPTOM	BIẾN CHỨNG
KHỐI BƯỚU	HAS_SYMPTOM	ỐI BƯỚU
TỬ CUNG	HAS_SYMPTOM	SẨY THAI
THĂM	RELIES_ON	CẤP CỨU
VIÊM GAN B	HAS_SYMPTOM	TĂNG HUYẾT ÁP
HANG	HAS_SYMPTOM	TIỀN ĐÌNH
NGÓN TAY	HAS_SYMPTOM	CỨNG KHỚP
RỐI LOẠN TIẾNG NÓI	HAS_SYMPTOM	LIỆT HAI CHI
LIỆT DƯƠNG	HAS_SYMPTOM	ĐẠI TIỆN KHÔNG TỰ CHỦ
ĐAU	HAS_SYMPTOM	TRÀO NGƯỢC
NHỨC ĐỈNH ĐẦU	HAS_SYMPTOM	KHÓ THỞ
HẸP MẠCH VÀNH 98	DIAGNOSED_BY	TIÊM
PEYRONIE	HAS_SYMPTOM	BỆNH CONG
KINH NGUYỆT KHÔNG ĐỀU	HAS_SYMPTOM	QUAN HỆ
CHẢY DỊCH	TREATED_BY	THUỐC
CYTOKINE	RELIES_ON	XỬ LÝ MẪU
NHANH	HAS_SYMPTOM	BUỒN NÔN
MẮC BỆNH NỀN	DIAGNOSED_BY	TIÊM
HỘI CHỨNG BUỒNG TRỨNG ĐA NANG	HAS_SYMPTOM	CUSHING
NHIỄ	HAS_SYMPTOM	NHIỄM SÁN
MÉO MIỆNG	HAS_SYMPTOM	LƠ MƠ
VIRURS	HAS_SYMPTOM	ÊM PHỔI
CƠ THỂ	HAS_SYMPTOM	VIÊM KHỚP
UNG THƯ ĐƯỜNG TIÊU HÓA	HAS_SYMPTOM	TỔN THƯƠNG
SUY GIÁP	HAS_SYMPTOM	VIÊM
DA ĐẦU	HAS_SYMPTOM	NGỨA
HỖ TRỢ	RELIES_ON	KIỂM TRA
BỦN RỦN	HAS_SYMPTOM	KHÔNG
ĐAU BỤNG	HAS_SYMPTOM	NÔN ÓI
TRONG MÁU	TREATED_BY	VẮC-XIN
TỨC NGỰC	HAS_SYMPTOM	HEN
UNG THƯ PHỔI	DIAGNOSED_BY	PHIM
NHIỄ	TREATED_BY	CHÌ
RỐI LOẠN GIẤC NGỦ	HAS_SYMPTOM	ÁC MỘNG
SỐT	HAS_SYMPTOM	KHÀN TIẾNG
BỊ BỆNH PHỔI TẮC NGHẼN	HAS_SYMPTOM	BỆNH PHỔI NGHỀ NGHIỆP
KHÁNG SINH	RELIES_ON	TIÊ
NHỨC NGỰC	DIAGNOSED_BY	KIỂM TRA
TRÍ NHỚ GIẢM SÚT	HAS_SYMPTOM	SUY NHƯỢC
BUỒN NÔN	HAS_SYMPTOM	VIÊM XOANG
TIM	HAS_SYMPTOM	LÂY LAN
ĐAU ĐẦU	HAS_SYMPTOM	GIÃN TĨNH MẠCH
QUAI BỊ	DIAGNOSED_BY	TIÊM
TỤ MÁU NGOÀI MÀNG CỨNG	HAS_SYMPTOM	BIẾN CHỨNG
HEN PHẾ QUẢN	TREATED_BY	DỊ NGUYÊN
COV	HAS_SYMPTOM	COVID
CHẤN THƯƠNG	HAS_SYMPTOM	MẤT THỊ LỰC
SỐC	HAS_SYMPTOM	HUYẾT ÁP
BIẾN CHỨNG	HAS_SYMPTOM	MẶT BỊ CHẢY XỆ
CHÁN ĂN	HAS_SYMPTOM	BUỒN NÔN
LOÃNG XƯƠNG	HAS_SYMPTOM	TIỂU ĐƯỜNG
DI CHỨNG	TREATED_BY	PHẪU THUẬT K
SƯNG	HAS_SYMPTOM	NỔI MỀ ĐAY
RĂNG	HAS_SYMPTOM	CHẤN THƯƠNG
CƠ BẮP	HAS_SYMPTOM	MẮC BỆNH
TỬ VONG	HAS_SYMPTOM	BỆNH CÚM
CƠ ĐỊA	HAS_SYMPTOM	BÉO PHÌ
MẮC BỆNH	HAS_SYMPTOM	VẨY NẾN
MẶT	HAS_SYMPTOM	TĂNG TIẾT MỒ HÔI
ĐAU QUẶN BỤNG	PREVENTED_BY	CHỈ ĐỊNH
BẠCH HUYẾT	HAS_SYMPTOM	HỘI CHỨNG SƯNG HẠCH
TĂNG TIẾT	TREATED_BY	NẤM MEN
NỔI MẨN NGỨA DA	DIAGNOSED_BY	TIÊM
MỠ MÁU	HAS_SYMPTOM	TIỂU ĐƯỜNG
UỐN VÁN	TREATED_BY	KHÁNG SINH
TĂNG ĐÔNG	TREATED_BY	IMMUN
BỆNH NỀN	HAS_SYMPTOM	SUY TIM
TRIỆU CHỨNG	HAS_SYMPTOM	TÊ BÌ
RỐI LOẠN MIỄN DỊCH	TREATED_BY	ĐIỀU. TRỊ
SIÊU VI B	TREATED_BY	UỐNG THUỐC
RỐI LOẠN CƯƠNG DƯƠNG	HAS_SYMPTOM	QUAN HỆ
ĐAU ĐẦU	HAS_SYMPTOM	MỆT MỎI
NỔI MỀ ĐAY	TREATED_BY	GIẢI ĐỘC
39,5°C	HAS_SYMPTOM	ĐAU
CƯỜNG GIÁP	TREATED_BY	THYROXIN
TẮC ÁP PHỔI	DIAGNOSED_BY	TIÊM
SIÊU VI SỞI	HAS_SYMPTOM	TRIỆU CHỨNG
CAO HUYẾT ÁP	PREVENTED_BY	THỦ THUẬT
CĂNG CỨNG	HAS_SYMPTOM	TÍM TÁI
TUYẾN GIÁP	HAS_SYMPTOM	LÂY LAN
TIM MẠCH	HAS_SYMPTOM	TÁI PHÁT
RÉT RUN	TREATED_BY	MỒ HÔI
TRIỆU CHỨNG	HAS_SYMPTOM	NGẠT MŨI
HẠCH CỨNG	HAS_SYMPTOM	CÓ M
MÔI	HAS_SYMPTOM	MẶT TÁI NHỢT
THUỐC CHỐNG DỊ ỨNG M	RELIES_ON	TIÊM
DÂY THẦN KINH TỌA	HAS_SYMPTOM	ĐAU
NÃO	HAS_SYMPTOM	TRÍ NHỚ LẪN LỘN
TĂNG SINH TỦY	HAS_SYMPTOM	ÁC TÍNH
TÁC DỤNG PHỤ	HAS_SYMPTOM	MỜ MẮT
CO GIẬT	HAS_SYMPTOM	LÚ LẪN
Ợ CHUA	HAS_SYMPTOM	NÔN TRỚ
MÁU	HAS_SYMPTOM	CƯỜNG GIÁP
BỐC HỎA	HAS_SYMPTOM	KHÓ NGỦ
TĂNG HUYẾT ÁP	HAS_SYMPTOM	BÉO PHÌ
KHÓ KHĂN	TREATED_BY	THUỐC
LAO PHỔI	PREVENTED_BY	CHỈ ĐỊNH
TRIỆU CHỨNG	HAS_SYMPTOM	RỐI LOẠN THÔNG KHÍ
RỐI LOẠN THẦN KINH	HAS_SYMPTOM	HƠI THỞ NÔNG
VIRURS	HAS_SYMPTOM	ĐAU MẮT ĐỎ
ĐAU ĐẦU	PREVENTED_BY	CẢNH
DỤNG CỤ NẠO XƯƠNG	RELIES_ON	ỐNG
SOI BUỒNG	RELIES_ON	CHUẨN ĐOÁN
LẠC NỘI MẠC	TREATED_BY	UỐNG THUỐC
HUYẾT ÁP	TREATED_BY	THUỐC
HỘI CHỨNG	HAS_SYMPTOM	TEO GAI THỊ
CÁNH TAY	HAS_SYMPTOM	TÊ ĐÁM RỐI THẦN KINH
SỐC PHẢN VỆ	HAS_SYMPTOM	CHÓNG MẶT
TIÊ	RELIES_ON	BAO TAY
THÔ RÁP	TREATED_BY	DẠNG DẦU
VIRURS	TREATED_BY	FAMYCLOVIR
BỤNG	HAS_SYMPTOM	SỤT CÂN
DƯƠNG VẬT	HAS_SYMPTOM	VIÊM
VIRURS	HAS_SYMPTOM	XƠ HÓA GAN
TRIỆU CHỨNG	HAS_SYMPTOM	NÓNG RAN
ĐẶT STENT KHÍ QUẢN	RELIES_ON	STENT
TĂNG TIẾT DỊCH	HAS_SYMPTOM	TRÀO NGƯỢC DẠ DÀY
HODGKIN	HAS_SYMPTOM	UNG THƯ
TIỂU ĐƯỜNG	HAS_SYMPTOM	TIÊU CHẢY
NGỨA	HAS_SYMPTOM	XUẤT HUYẾT
THỪA CÂN	TREATED_BY	ĐIỀU. TRỊ
DI TRUYỀN	TREATED_BY	VACCINCE
NGỰC	HAS_SYMPTOM	NẾP NHĂN
BỆNH NHỊP NHANH	TREATED_BY	ĐỐT ĐIỆN
TĂNG TIẾT DỊCH	HAS_SYMPTOM	BUỒN NÔN
CƠ THỂ	HAS_SYMPTOM	BÚ KÉM
LÀN DA	HAS_SYMPTOM	KHÔ
TIM MẠCH	HAS_SYMPTOM	LOẠN NHỊP TIM
MẢNG DA NGỨA	HAS_SYMPTOM	SẦN SÙI
XÉT NGHIỆM	RELIES_ON	TEST
MÁU	HAS_SYMPTOM	GIẢM THIỂU
TRÀ	HAS_SYMPTOM	DỊ ỨNG
MỀ ĐAY	HAS_SYMPTOM	DỊ ỨNG
LƯỠI	HAS_SYMPTOM	COVID
RỐI LOẠN LO ÂU	HAS_SYMPTOM	MẤT NGỦ
RỐI LOẠN	HAS_SYMPTOM	ĐAU
SỎI GAN	HAS_SYMPTOM	VIÊM
DỊ ỨNG	HAS_SYMPTOM	NHỘNG TẰM
ĐAU, NHỨC	DIAGNOSED_BY	CỘNG HƯỞNG
NỔI MỀ ĐAY ĐỎ	HAS_SYMPTOM	NGỨA
HO GÀ	TREATED_BY	COMBE FIVE
HỘI CHỨNG	HAS_SYMPTOM	MÃN TÍNH
LIỆT RUỘT	HAS_SYMPTOM	TỔN THƯƠNG
DI CHỨNG	HAS_SYMPTOM	TIỀN ĐÌNH
TAY	HAS_SYMPTOM	CÚM
TIME-LAPSE	RELIES_ON	PHẦN MỀM TRÍ TUỆ NHÂN TẠO
SỤT CÂN	HAS_SYMPTOM	Ợ CHUA
CHÂN	HAS_SYMPTOM	SUY NHƯỢC
SỐT	HAS_SYMPTOM	ĐAU BỤNG
HPV	TREATED_BY	DUOFILM
VIÊM NHIỄM	HAS_SYMPTOM	TRÀN DỊCH TINH MẠC
VIÊM MŨI	HAS_SYMPTOM	NHỊP TIM HƠI NHANH
LOÃNG XƯƠNG	HAS_SYMPTOM	SUY YẾU
BÌNH GIÁP	PREVENTED_BY	CHÍCH NGỪA
MŨI	HAS_SYMPTOM	TỨC NGỰC
NƯỚC TIỂU	HAS_SYMPTOM	TRONG MÁU
PHẦN MỀM	RELIES_ON	EVA
DA XANH	HAS_SYMPTOM	DA VÀNG
KHÔNG NHÌN THẤY	TREATED_BY	THỦY TINH THỂ
NỔI	HAS_SYMPTOM	TIM ĐẬP NHANH
ĐAU ĐẦU	HAS_SYMPTOM	ĐÁNH TRỐNG NGỰC
TÁC DỤNG PHỤ	TREATED_BY	VACXIN
CƯỜNG DƯƠNG	HAS_SYMPTOM	CÓ MỦ
TRỰC TRÀNG	HAS_SYMPTOM	MÃN TÍNH
VIÊM BÀNG QUANG KẼ	DIAGNOSED_BY	TIÊM
MIS	HAS_SYMPTOM	HỘI CHỨNG
TÓC	HAS_SYMPTOM	DỄ GÃY RỤNG
TIỂU RA MÁU	HAS_SYMPTOM	VIÊM
BIẾNG ĂN	HAS_SYMPTOM	KHÓ
UNG THƯ ĐẠI TRÀNG	TREATED_BY	COVDID-19
ĐỘT QUỴ	HAS_SYMPTOM	ĐỘT QUỴ
TÍM TÁI	HAS_SYMPTOM	39 ĐỘ C
SƯNG MÍ MẮT	DIAGNOSED_BY	TIÊM
MẠCH MÁU	HAS_SYMPTOM	XUẤT HUYẾT
HỌNG	HAS_SYMPTOM	ÊM AMIDAN
BUỒNG TRỨNG	HAS_SYMPTOM	BỆNH LÝ
TRÁ	HAS_SYMPTOM	VIÊM XOANG BƯỚM
OXY TRONG MÁU	PREVENTED_BY	PHÒNG NGỪA
PHỤC HỒI	RELIES_ON	CẢI THIỆN
MẮT	HAS_SYMPTOM	VÀNG DA
MẨN NGỨA	TREATED_BY	ĐIỀU. TRỊ
TAY, CHÂN	HAS_SYMPTOM	YẾU
ĐỘT QUỴ	DIAGNOSED_BY	KHÁM
MÃN TÍNH	HAS_SYMPTOM	GOUT
VÙNG DA	HAS_SYMPTOM	UỐN
BỤNG	HAS_SYMPTOM	VIÊM
CHẬM	TREATED_BY	ASTRA ZENNECA
MẮT	HAS_SYMPTOM	VIÊM KẾT MẠC
TIÊU CHẢY	DIAGNOSED_BY	NGHIÊN CỨU
MỆT MỎI	HAS_SYMPTOM	HUYẾT ÁP
VIÊM DA CƠ ĐỊA	HAS_SYMPTOM	QUẤY KHÓC
ỤNG	HAS_SYMPTOM	ĐAU NHÓI
BUỒN NÔN	HAS_SYMPTOM	MẤT Ý THỨC
SỢ NGÃ	HAS_SYMPTOM	TĂNG ĐỘ CỨNG CƠ
UNG THƯ CỔ TỬ CUNG	DIAGNOSED_BY	CHỤP VÚ
MẠCH	HAS_SYMPTOM	KHÓ THỞ
CML	DIAGNOSED_BY	PHÁC ĐỒ
GAN	HAS_SYMPTOM	TĂNG MEN GAN
BỆNH VẢY NẾN	HAS_SYMPTOM	BỆNH VẨY NẾN MẢNG BÁM
XUẤT TINH NGƯỢC DÒNG	TREATED_BY	ĐIỀU. TRỊ
RỐI LOẠN NHỊP TIM	HAS_SYMPTOM	CHÁN ĂN
BIẾN CHỨNG	HAS_SYMPTOM	BỆNH PHỔI
NHIỄM KHUẨN	DIAGNOSED_BY	SỨC ĐỀ KHÁNG
BIẾN CHỨNG	HAS_SYMPTOM	VIÊM TỦY
TẮC NGHẼN	TREATED_BY	NHẬP VIỆN
THẬN	HAS_SYMPTOM	SUY PHỔI
TỤT HUYẾT ÁP	HAS_SYMPTOM	RỐI LOẠN TIỀN ĐÌNH
VIÊM XOANG	HAS_SYMPTOM	GAN NHIỄM MỠ
KÍCH ỨNG	HAS_SYMPTOM	TẮC NGHẼN NGỰC
MẮC BỆNH	DIAGNOSED_BY	CHỤP X QUANG
THẬN	HAS_SYMPTOM	ĐÁI THÁO ĐƯỜNG
COVID	DIAGNOSED_BY	MŨI TIÊM
BỐC HỎA	HAS_SYMPTOM	GIẢM
TRIỆU CHỨNG	HAS_SYMPTOM	KHÓ TIÊU
NỔI SẦN	HAS_SYMPTOM	NGỨ
QUẤY KHÓC	HAS_SYMPTOM	TRIỆU CHỨNG
TUYẾN	HAS_SYMPTOM	UNG THƯ
BỆNH LÝ	PREVENTED_BY	KHUYẾN CÁO
ÂM ĐẠO	HAS_SYMPTOM	BẨM SINH
MỤN BÃ ĐẬU	HAS_SYMPTOM	NHIỄM KHUẨN
MẮT MỜ	TREATED_BY	MỔ PHACO
HỘI CHỨNG	HAS_SYMPTOM	MỆT MỎI
MẤT Ý THỨC	HAS_SYMPTOM	TIÊU CHẢY
TĂNG MEN GAN	TREATED_BY	ĐIỀU. TRỊ
RỐI LOẠN MỠ MÁU	TREATED_BY	UỐNG THUỐC
DỊ ỨNG	TREATED_BY	ỨNG
TÁC DỤNG PHỤ	TREATED_BY	THĂM KHÁM
TÊ MỎI	HAS_SYMPTOM	TRIỆU CHỨNG
VIÊM MŨI	HAS_SYMPTOM	NGỨA MẮT
SỐT	HAS_SYMPTOM	TRÊN 38 ĐỘ
Ợ HƠI	PREVENTED_BY	CẢNH BÁO
CẢM CÚM	HAS_SYMPTOM	DỊ TẬT
XUẤT HUYẾT NÃO	HAS_SYMPTOM	HUYẾT ÁP
PHỔI	HAS_SYMPTOM	NHỒI MÁU CƠ TIM
CO CƠ	HAS_SYMPTOM	KHÔNG THỂ NHẤC
DỊ ỨNG	TREATED_BY	IỐT PHÓNG XẠ
MỆT MỎI	HAS_SYMPTOM	CHÁN ĂN
BỆNH VIÊM GAN B	HAS_SYMPTOM	COVID
KÍCH ỨNG	HAS_SYMPTOM	XUNG HUYẾT
NGỨA	HAS_SYMPTOM	CHOÁNG NGẤT
NGỘ ĐỘC	HAS_SYMPTOM	XUẤT HUYẾT
BỎNG RÁT	HAS_SYMPTOM	Ợ HƠI
TĂNG TIẾT DỊCH	HAS_SYMPTOM	Ợ HƠI
BÀN CHÂN	HAS_SYMPTOM	VÀNG DA
BẠI LIỆT	HAS_SYMPTOM	VIÊM MÀNG
TAI BIẾN	HAS_SYMPTOM	TAI NẠN
VIÊM KHỚP	HAS_SYMPTOM	BỦN RỦN
NGOẠI BIÊN CHI	HAS_SYMPTOM	HẠ MEN GAN
TRONG MÁU	PREVENTED_BY	KIỂM SOÁT
XÉT NGHIỆM MÁU	RELIES_ON	XÉT NGHIỆM NƯỚC TIỂU
CHÂM CHÍCH	HAS_SYMPTOM	CHUỘT RÚT
MẮT	HAS_SYMPTOM	ĐAU
NGỘ ĐỘC	HAS_SYMPTOM	TIÊU CHẢY
SƯNG MẮT	DIAGNOSED_BY	TIÊM
THĂM	RELIES_ON	CT SCAN
BẨM SINH	DIAGNOSED_BY	TIÊM
BỆNH PHỔI NGHỀ NGHIỆP	HAS_SYMPTOM	ÁC TÍNH
VIRUS CÚM	HAS_SYMPTOM	TỔN THƯƠNG
ĐA HẠT	DIAGNOSED_BY	KHÁM
